################################################################################
# Atomic force comparison (ordered by atom index).
################################################################################
# Col  Name  Description
################################################################################
# 1    conf  Configuration index (starting with 1).
# 2    index Atom index (starting with 1).
# 3    fxRef Reference force in x direction.
# 4    fyRef Reference force in y direction.
# 5    fzRef Reference force in z direction.
# 6    fx    Force in x direction.
# 7    fy    Force in y direction.
# 8    fz    Force in z direction.
###########################################################################################################################################################################
#        1          2                        3                        4                        5                        6                        7                        8
#     conf      index                    fxRef                    fyRef                    fzRef                       fx                       fy                       fz
###########################################################################################################################################################################
         1        119   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        120   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        121   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        122   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        123   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        124   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        125   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        126   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        127   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        128   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        129   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        130   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        131   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        132   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        133   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        134   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        135   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        136   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        137   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        138   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        139   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        140   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        141   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        142   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        143   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        144   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        145   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        146   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        147   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        148   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        149   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        150   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        151   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        152   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        153   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        154   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        155   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        156   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        157   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        158   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        159   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        160   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        161   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        162   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        163   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        164   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        165   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        166   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        167   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        168   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        169   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        170   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        171   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        172   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        173   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        174   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        175   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        176   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        177   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        178   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        179   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        180   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        181   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        182   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        183   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        184   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        185   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        186   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        187   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        188   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        189   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        190   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        191   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        192   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        193   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        194   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        195   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        196   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        197   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        198   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        199   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        200   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        201   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        202   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        203   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        204   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        205   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        206   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        207   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        208   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        209   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        210   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        211   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        212   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        213   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        214   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        215   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        216   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        217   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        218   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        219   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        220   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        221   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        222   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        223   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        224   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        225   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        226   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        227   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        228   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        229   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        230   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        231   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        232   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        233   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        234   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        235   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        236   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        237   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        238   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        239   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
         1        240   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00                      NAN                      NAN                      NAN
